第１表,,,,刑法犯　罪種別　認知・検挙件数・検挙人員　対前年比較,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,認知件数,認知件数,認知件数,認知件数,検挙件数,検挙件数,検挙件数,検挙件数,検挙率,検挙率,検挙率,検挙人員,検挙人員,検挙人員,検挙人員,"検挙人員
うち)少年","検挙人員
うち)少年","検挙人員
うち)少年","検挙人員
うち)少年",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,罪種,"2022年
1～12月","2021年
1～12月",増減,増減率(％）,"2022年
1～12月","2021年
1～12月",増減,増減率(％),"2022年
1～12月","2021年
1～12月",増減ポイント,"2022年
1～12月","2021年
1～12月",増減,増減率(％),"2022年
1～12月","2021年
1～12月",増減,増減率(％),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,総数,総数,重要犯罪,重要犯罪,殺人,殺人,強盗,強盗,放火,放火,強制性交等,強制性交等,"略取誘拐・
人身売買","略取誘拐・
人身売買",強制わいせつ,強制わいせつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"2022年
1～12月","2021年
1～12月","2022年
1～12月","2021年
1～12月","2022年
1～12月","2021年
1～12月","2022年
1～12月","2021年
1～12月","2022年
1～12月","2021年
1～12月","2022年
1～12月","2021年
1～12月","2022年
1～12月","2021年
1～12月","2022年
1～12月","2021年
1～12月",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
総数,,584,618,383,409,44,69,99,87,7,12,46,56,45,69,142,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アジア州,計,484,491,324,331,37,61,92,73,4,9,34,33,42,66,115,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アジア州,韓国・朝鮮,22,17,14,9,0,1,4,2,0,1,3,2,0,1,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アジア州,中国,94,96,63,62,7,9,19,30,3,3,8,4,0,0,26,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アジア州,イラン,2,5,2,4,0,0,0,1,0,0,1,1,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アジア州,インド,14,19,12,18,0,1,0,3,0,0,1,5,0,0,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アジア州,インドネシア,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アジア州,スリランカ,40,18,13,13,1,1,6,2,0,0,2,2,0,1,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アジア州,タイ,7,8,6,4,0,2,3,0,0,0,1,1,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アジア州,パキスタン,19,8,12,8,0,0,1,0,0,1,3,0,1,0,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アジア州,バングラデシユ,7,8,6,7,0,0,0,1,0,0,3,1,0,0,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アジア州,フイリピン,21,33,14,20,3,0,4,3,0,3,3,6,0,2,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アジア州,ベトナム,183,223,123,154,19,44,47,28,0,1,3,7,40,62,14,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アジア州,マレーシア,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アジア州,その他,73,53,58,31,7,3,7,3,1,0,6,4,1,0,36,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヨーロッパ州,計,10,22,5,15,1,1,0,2,0,0,1,3,0,1,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヨーロッパ州,イギリス,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヨーロッパ州,イタリア,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヨーロッパ州,ドイツ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヨーロッパ州,フランス,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヨーロッパ州,ロシア,2,5,1,2,0,0,0,0,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヨーロッパ州,その他,6,11,4,10,1,1,0,2,0,0,0,1,0,0,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南北アメリカ州,計,67,79,38,45,6,7,5,8,2,2,8,15,2,2,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南北アメリカ州,アメリカ,6,4,5,2,0,0,1,0,0,0,0,1,1,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南北アメリカ州,カナダ,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南北アメリカ州,ブラジル,40,42,19,23,4,4,4,6,2,2,3,6,1,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南北アメリカ州,その他,19,33,12,20,2,3,0,2,0,0,5,8,0,0,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アフリカ州,計,19,25,13,17,0,0,1,4,1,1,3,5,1,0,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
オセアニア州,計,4,1,3,1,0,0,1,0,0,0,0,0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
無国籍,計,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
国籍不明,計,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 注） 「中国」は、台湾、香港等を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,第１２表,,,来日外国人による　重要犯罪・重要窃盗犯　国籍別　検挙人員　対前年比較,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,検挙人員,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,重要窃盗犯,重要窃盗犯,侵入盗,侵入盗,自動車盗,自動車盗,ひったくり,ひったくり,すり,すり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"2022年
1～12月","2021年
1～12月","2022年
1～12月","2021年
1～12月","2022年
1～12月","2021年
1～12月","2022年
1～12月","2021年
1～12月","2022年
1～12月","2021年
1～12月",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
総数,,201,209,126,166,61,30,7,4,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アジア州,計,160,160,102,140,48,15,5,1,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アジア州,韓国・朝鮮,8,8,7,5,0,1,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アジア州,中国,31,34,24,34,6,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アジア州,イラン,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アジア州,インド,2,1,1,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アジア州,インドネシア,1,2,1,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アジア州,スリランカ,27,5,3,3,23,2,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アジア州,タイ,1,4,1,3,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アジア州,パキスタン,7,0,1,0,5,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アジア州,バングラデシユ,1,1,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アジア州,フイリピン,7,13,5,12,2,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アジア州,ベトナム,60,69,48,60,10,7,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アジア州,マレーシア,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アジア州,その他,15,22,11,19,1,3,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヨーロッパ州,計,5,7,5,3,0,3,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヨーロッパ州,イギリス,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヨーロッパ州,イタリア,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヨーロッパ州,ドイツ,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヨーロッパ州,フランス,2,1,2,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヨーロッパ州,ロシア,1,3,1,2,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヨーロッパ州,その他,2,1,2,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南北アメリカ州,計,29,34,17,21,9,9,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南北アメリカ州,アメリカ,1,2,1,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南北アメリカ州,カナダ,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南北アメリカ州,ブラジル,21,19,10,9,9,8,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南北アメリカ州,その他,7,13,6,10,0,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アフリカ州,計,6,8,2,2,3,3,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
オセアニア州,計,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
無国籍,計,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
国籍不明,計,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第１３表,,,,来日外国人による　刑法犯・特別法犯　検挙件数・検挙人員　対前年比較,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,検挙件数,検挙件数,検挙件数,検挙件数,検挙人員,検挙人員,検挙人員,検挙人員,検挙件数,検挙件数,検挙件数,検挙件数,検挙人員,検挙人員,検挙人員,検挙人員,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"刑法犯
特別法犯","刑法犯
特別法犯","刑法犯
特別法犯","刑法犯
特別法犯","刑法犯
特別法犯","刑法犯
特別法犯","刑法犯
特別法犯","刑法犯
特別法犯",刑法犯,刑法犯,刑法犯,刑法犯,刑法犯,刑法犯,刑法犯,刑法犯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"2022年
1～12月","2021年
1～12月",増減,増減率（％）,"2022年
1～12月","2021年
1～12月",増減,増減率（％）,"2022年
1～12月","2021年
1～12月",増減,増減率（％）,"2022年
1～12月","2021年
1～12月",増減,増減率（％）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
総数,,14662,15893,-1231,-7.7,9548,10677,-1129,-10.6,8548,9105,-557,-6.1,5014,5573,-559,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道,計,169,127,42,33.1,86,104,-18,-17.3,116,77,39,50.6,64,61,3,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道,札幌方面,96,74,22,29.7,47,57,-10,-17.5,67,56,11,19.6,40,45,-5,-11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道,函館方面,4,22,-18,-81.8,4,19,-15,-78.9,2,4,-2,-50,2,4,-2,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道,旭川方面,15,4,11,275,12,4,8,200,6,2,4,200,5,2,3,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道,釧路方面,48,15,33,220,17,14,3,21.4,38,6,32,533.3,13,6,7,116.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道,北見方面,6,12,-6,-50,6,10,-4,-40,3,9,-6,-66.7,4,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,計,452,404,48,11.9,160,171,-11,-6.4,347,296,51,17.2,93,99,-6,-6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,青森県,36,76,-40,-52.6,17,22,-5,-22.7,22,61,-39,-63.9,6,10,-4,-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,岩手県,66,16,50,312.5,20,15,5,33.3,46,8,38,475,8,10,-2,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,宮城県,89,66,23,34.8,56,52,4,7.7,53,37,16,43.2,32,35,-3,-8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,秋田県,29,45,-16,-35.6,13,14,-1,-7.1,23,37,-14,-37.8,10,6,4,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,山形県,142,140,2,1.4,31,23,8,34.8,131,125,6,4.8,25,17,8,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,福島県,90,61,29,47.5,23,45,-22,-48.9,72,28,44,157.1,12,21,-9,-42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都,,3260,3436,-176,-5.1,2342,2510,-168,-6.7,1599,1656,-57,-3.4,1059,1092,-33,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,計,5503,5858,-355,-6.1,3303,3680,-377,-10.2,3067,3245,-178,-5.5,1581,1834,-253,-13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,茨城県,541,784,-243,-31,376,414,-38,-9.2,215,442,-227,-51.4,148,164,-16,-9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,栃木県,328,330,-2,-0.6,194,193,1,0.5,179,171,8,4.7,77,97,-20,-20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,群馬県,728,624,104,16.7,338,392,-54,-13.8,450,317,133,42,155,194,-39,-20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,埼玉県,1023,1333,-310,-23.3,757,855,-98,-11.5,522,759,-237,-31.2,426,457,-31,-6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,千葉県,801,814,-13,-1.6,584,606,-22,-3.6,352,380,-28,-7.4,234,279,-45,-16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,神奈川県,1025,974,51,5.2,600,684,-84,-12.3,534,406,128,31.5,266,274,-8,-2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,新潟県,271,144,127,88.2,54,47,7,14.9,234,112,122,108.9,31,35,-4,-11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,山梨県,60,52,8,15.4,37,45,-8,-17.8,41,28,13,46.4,21,28,-7,-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,長野県,193,135,58,43,74,93,-19,-20.4,143,90,53,58.9,38,64,-26,-40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関東,静岡県,533,668,-135,-20.2,289,351,-62,-17.7,397,540,-143,-26.5,185,242,-57,-23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中部,計,2245,2616,-371,-14.2,1634,1838,-204,-11.1,1285,1526,-241,-15.8,921,1051,-130,-12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中部,富山県,186,229,-43,-18.8,101,147,-46,-31.3,140,162,-22,-13.6,58,78,-20,-25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中部,石川県,62,148,-86,-58.1,38,38,0,0,44,116,-72,-62.1,25,27,-2,-7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中部,福井県,97,160,-63,-39.4,63,86,-23,-26.7,66,125,-59,-47.2,36,59,-23,-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中部,岐阜県,411,445,-34,-7.6,236,264,-28,-10.6,299,319,-20,-6.3,146,174,-28,-16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中部,愛知県,1362,1397,-35,-2.5,1097,1150,-53,-4.6,663,680,-17,-2.5,597,628,-31,-4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中部,三重県,127,237,-110,-46.4,99,153,-54,-35.3,73,124,-51,-41.1,59,85,-26,-30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
近畿,計,1869,1910,-41,-2.1,1291,1381,-90,-6.5,1287,1205,82,6.8,799,783,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
近畿,滋賀県,157,125,32,25.6,69,88,-19,-21.6,137,77,60,77.9,52,55,-3,-5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
近畿,京都府,134,109,25,22.9,97,90,7,7.8,86,64,22,34.4,63,51,12,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
近畿,大阪府,827,824,3,0.4,648,685,-37,-5.4,519,467,52,11.1,372,370,2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
近畿,兵庫県,659,641,18,2.8,401,411,-10,-2.4,491,442,49,11.1,260,234,26,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
近畿,奈良県,67,175,-108,-61.7,58,83,-25,-30.1,49,131,-82,-62.6,46,58,-12,-20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
近畿,和歌山県,25,36,-11,-30.6,18,24,-6,-25,5,24,-19,-79.2,6,15,-9,-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国,計,509,666,-157,-23.6,262,386,-124,-32.1,406,462,-56,-12.1,184,235,-51,-21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国,鳥取県,94,55,39,70.9,19,34,-15,-44.1,83,34,49,144.1,13,23,-10,-43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国,島根県,20,84,-64,-76.2,17,29,-12,-41.4,18,68,-50,-73.5,15,20,-5,-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国,岡山県,142,124,18,14.5,81,84,-3,-3.6,115,77,38,49.4,65,43,22,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国,広島県,183,296,-113,-38.2,115,179,-64,-35.8,129,199,-70,-35.2,72,117,-45,-38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国,山口県,70,107,-37,-34.6,30,60,-30,-50,61,84,-23,-27.4,19,32,-13,-40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四国,計,141,167,-26,-15.6,78,104,-26,-25,100,146,-46,-31.5,56,86,-30,-34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四国,徳島県,14,30,-16,-53.3,8,12,-4,-33.3,11,27,-16,-59.3,5,8,-3,-37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四国,香川県,62,53,9,17,32,41,-9,-22,38,42,-4,-9.5,23,32,-9,-28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四国,愛媛県,27,47,-20,-42.6,15,41,-26,-63.4,24,43,-19,-44.2,14,37,-23,-62.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四国,高知県,38,37,1,2.7,23,10,13,130,27,34,-7,-20.6,14,9,5,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,計,514,709,-195,-27.5,392,503,-111,-22.1,341,492,-151,-30.7,257,332,-75,-22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,福岡県,273,343,-70,-20.4,213,287,-74,-25.8,188,220,-32,-14.5,146,191,-45,-23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,佐賀県,19,83,-64,-77.1,17,30,-13,-43.3,13,71,-58,-81.7,11,22,-11,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,長崎県,33,38,-5,-13.2,23,20,3,15,22,31,-9,-29,16,13,3,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,熊本県,44,91,-47,-51.6,41,53,-12,-22.6,21,59,-38,-64.4,22,27,-5,-18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,大分県,38,34,4,11.8,29,24,5,20.8,15,21,-6,-28.6,14,15,-1,-6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,宮崎県,18,16,2,12.5,14,15,-1,-6.7,11,12,-1,-8.3,10,11,-1,-9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,鹿児島県,55,49,6,12.2,19,29,-10,-34.5,50,40,10,25,16,20,-4,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州,沖縄県,34,55,-21,-38.2,36,45,-9,-20,21,38,-17,-44.7,22,33,-11,-33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第１３表,,,,来日外国人による　刑法犯・特別法犯　検挙件数・検挙人員　対前年比較,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,検挙件数,検挙件数,検挙件数,検挙件数,検挙人員,検挙人員,検挙人員,検挙人員,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,特別法犯,特別法犯,特別法犯,特別法犯,特別法犯,特別法犯,特別法犯,特別法犯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"2022年
1～12月","2021年
1～12月",増減,増減率（％）,"2022年
1～12月","2021年
1～12月",増減,増減率（％）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
総数,,6114,6788,-674,-9.9,4534,5104,-570,-11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道,計,53,50,3,6,22,43,-21,-48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道,札幌方面,29,18,11,61.1,7,12,-5,-41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道,函館方面,2,18,-16,-88.9,2,15,-13,-86.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道,旭川方面,9,2,7,350,7,2,5,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道,釧路方面,10,9,1,11.1,4,8,-4,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道,北見方面,3,3,0,0,2,6,-4,-66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,計,105,108,-3,-2.8,67,72,-5,-6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,青森県,14,15,-1,-6.7,11,12,-1,-8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,岩手県,20,8,12,150,12,5,7,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,宮城県,36,29,7,24.1,24,17,7,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北,秋田県,6,8,-2,-25,3,8,-5,-62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
